Header
;johnnycash;willienelson;dollyparton;hankwilliams;faithhill;dixiechicks;garthbrooks;kennyrogers;timmcgraw;hanksnow;brooksanddunn;leehazlewood;kennychesney;jimreeves;rogermiller;kriskristofferson;bobdylan;jonimitchell;leonardcohen;joanbaez;townesvanzandt;peteseeger;suzannevega;tracychapman;timbuckley;steeleyespan;woodyguthrie;donovan;catstevens;johndenver;donmclean;crosbystillsnash;milesdavis;davebrubeck;billieholiday;dukeellington;djangoreinhardt;glennmiller;ellafitzgerald;louisarmstrong;natkingcole;herbiehancock;ninasimone;johncoltrane;charlieparker;countbasie;theloniousmonk;cannonballadderley;johnleehooker;muddywaters;tajmahal;johnmayall;bigbillbroonzy;bbking;howlinwolf;williedixon;blindlemonjefferson;blindwilliemctell;mississippijohnhurt;tbonewalker;ettajames;lightninhopkins;otisrush;albertking;jamesbrown;marvingaye;otisredding;solomonburke;samcooke;arethafranklin;algreen;thetemptations;thedrifters;fatsdomino;thesupremes;isaachayes;aliciakeys;erykahbadu;indiaarie;jillscott;ironmaiden;megadeth;slayer;sepultura;blacksabbath;anthrax;alicecooper;deeppurple;defleppard;acdc;judaspriest;kiss;metallica;pantera;queensryche;skidrow;nirvana;beck;smashingpumpkins;radiohead;belleandsebastian;aliceinchains;echoandthebunnymen;sonicyouth;weezer;pearljam;foofighters;hole;bush;thesmiths;depechemode;janesaddiction;pattismith;sexpistols;sidvicious;ramones;badreligion;theclash;nofx;deadkennedys;buzzcocks;greenday;blink182;sum41;themisfits;rancid;screechingweasel;pennywise;eminem;drdre;publicenemy;missyelliot;cypresshill;50cent;rundmc;grandmasterflash;2pac;snoopdogg;jayz;bustarhymes;llcoolj;dmx;icecube;mystikal;aphextwin;daftpunk;kraftwerk;chemicalbrothers;fatboyslim;basementjaxx;carlcox;moloko;pauloakenfold;prodigy;armandvanhelden;moby;massiveattack;mouseonmars;jimitenor;underworld;bobmarley;jimmycliff;petertosh;ziggymarley;seanpaul;alphablondy;shaggy;maxipriest;shabbaranks;ub40;innercircle;desmonddekker;capleton;bountykiller;eddygrant;blackuhuru;therollingstones;theanimals;thefaces;thekinks;thewho;elvispresley;chuckberry;littlerichard;jerryleelewis;buddyholly;bodiddley;billhaley;chubbychecker;theyardbirds;carlperkins;genevincent;madonna;britneyspears;nsync;justintimberlake;abba;michaeljackson;janetjackson;prince;spicegirls;christinaaguilera;robbiewilliams;nellyfurtado;avrillavigne;jenniferlopez;otown;shakira;wolfgangamadeusmozart;ludwigvanbeethoven;johannsebastianbach;josephhaydn;johannesbrahms;fredericchopin;antonindvorak;gustavmahler;franzschubert;antoniovivaldi;richardwagner;herbertvonkarajan;yehudimenuhin;georgfriedrichhaendel;tchaikovsky;giuseppeverdi;
therollingstones;0,256424;0,029004;0,011991;0,004602;0,073147;0,007676;0,006675;0,04908;0,006142;0;0;0,111684;0,047818;0,016896;0,048019;0,020382;0,509078;0,123028;0,236918;0,24195;0,013817;0,029371;0,065319;0,073323;0,204528;0,117417;0,020667;0,370521;0,388986;0,169884;0,600315;0,016679;0,022561;0,007688;0,0578;0,019401;0,009077;0,002972;0,036686;0,045912;0,041564;0,003915;0,052772;0,005541;0,017366;0,015516;0,005426;0,014972;0,185185;0,149758;0,23308;0,379336;0,140222;0,14872;0,157667;0,144819;0,133896;0,133918;0,128942;0,157224;0,112227;0,142871;0,19852;0,158638;0,068326;0,0339;0,115159;0,090429;0,056304;0,066709;0,024813;0,089406;0,12442;0,172742;0,101452;0,015226;0,005851;0,005019;0,000767;0,000443;0,134236;0,03162;0,010723;0,009696;0,41084;0,023147;0,604501;0,74434;0,592011;0,621059;0,149489;0,568151;0,166148;0,030375;0,1446;0,251513;0,259332;0,233317;0,280403;0,318273;0,078238;0,213705;0,005255;0,1856;0,402722;0,303547;0,470873;0,227049;0,371186;0,218518;0,106929;0,379564;0,384888;0,20573;0,110618;0,252757;0,100922;0,358121;0,073495;0,052175;0,163802;0,299659;0,149507;0,210268;0,00446;0,061214;0,028452;0,084176;0,015345;0,003759;0,006156;0;0,034296;0,009085;0;0,005313;0,004521;0,008007;0,004998;0,000255;0,003562;0,004397;0,004063;0,006165;0,008974;0,015388;0,008249;0;0,044318;0,033964;0,005019;0,020801;0,010983;0,012663;0,000274;0,050151;0,022051;0,007906;0,000429;0,034533;0,07269;0,002691;0,000529;0,010756;0,008531;0,000197;0,012661;0,016435;0;0,085721;0,012296;0,014218;0;0;0,024033;0,004927;1;0,93907;0,478017;0,917995;0,970136;0,636043;0,566317;0,287981;0,311877;0,341542;0,274964;0,281732;0,260224;0,887217;0,132776;0,127048;0,044485;0,032698;0,010919;0,015636;0,070037;0,082551;0,031589;0,208959;0,091143;0,039714;0,263124;0,036274;0,296924;0,014117;0,073215;0,145167;0,001148;0,001204;0,00043;0;0,000452;0;0;0,000259;0,000391;0,001006;0,000316;0,000254;0,00073;0,001898;0,000733;0,000517;
theanimals;0,226033;0,030056;0,016778;0,008336;0,057716;0,007324;0,005281;0,080278;0,005388;0,000131;0;0,161551;0,036916;0,06607;0,099661;0,017752;0,471051;0,114949;0,194172;0,281944;0,010212;0,033431;0,04712;0,057571;0,193279;0,105741;0,018394;0,448032;0,362952;0,173208;0,556998;0,130558;0,023061;0,014526;0,063223;0,027657;0,012549;0,032877;0,048395;0,075766;0,094295;0,00906;0,061459;0,010585;0,019171;0,019187;0,010365;0,017503;0,15184;0,115775;0,197888;0,383155;0,104022;0,112257;0,120677;0,111562;0,101353;0,099708;0,097451;0,122269;0,114667;0,107519;0,173635;0,124005;0,078513;0,061313;0,188328;0,087949;0,136767;0,090905;0,038734;0,154461;0,322515;0,214647;0,215373;0,02822;0,019635;0,014527;0,006255;0,01102;0,106942;0,02105;0,00769;0,006966;0,348594;0,015436;0,497587;0,64416;0,478812;0,506897;0,127971;0,461626;0,121233;0,020695;0,093697;0,171349;0,183849;0,159436;0,185867;0,231537;0,059279;0,144264;0,003428;0,126764;0,28435;0,214753;0,329583;0,158827;0,266952;0,172448;0,084115;0,259452;0,292685;0,183406;0,102651;0,216022;0,079799;0,316307;0,06137;0,046384;0,146645;0,219586;0,107718;0,154966;0,009547;0,052175;0,029178;0,069021;0,01144;0,002659;0,00405;0;0,021992;0,007499;0;0,003466;0,003106;0,005967;0,004273;0,000549;0,004766;0,003302;0,00272;0,005841;0,008178;0,010038;0,005152;0;0,034819;0,030298;0,005097;0,019261;0,009931;0,010191;0,000322;0,032769;0,016902;0,004668;0,00275;0,031142;0,059078;0,004477;0,000259;0,007727;0,009899;0,000128;0,014348;0,0214;0,00015;0,079454;0,00889;0,024333;0;0;0,024933;0,00354;0,93907;1;0,496168;0,943354;0,920905;0,646161;0,540091;0,317756;0,348177;0,367453;0,230294;0,257339;0,393153;0,93355;0,140414;0,158799;0,039769;0,032539;0,016026;0,027757;0,066383;0,070811;0,038865;0,168139;0,094094;0,042231;0,224896;0,034835;0,218553;0,023119;0,062511;0,110226;0,001123;0,001178;0,000421;0;0,000442;0;0;0,000254;0,000382;0,000984;0,000309;0,000249;0,000714;0,001857;0;0,000506;
thefaces;0,085849;0,011367;0,007694;0;0,003716;0;0;0,037265;0;0;0;0,039444;0,0044;0;0,015487;0,010665;0,194244;0,060144;0,05329;0,096466;0;0,014847;0,002904;0,005276;0,036359;0,122904;0,003615;0,152439;0,241784;0,129405;0,410251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,016814;0,008354;0,100724;0,343784;0;0;0,008504;0;0;0;0;0,008325;0,005209;0;0,10277;0,021107;0,023265;0,032914;0,011601;0,003748;0,007861;0,010767;0,08601;0,042486;0,007774;0,012878;0,011677;0,027528;0;0;0;0;0,04982;0;0;0;0,195719;0;0,225779;0,357143;0,202656;0,226378;0,079594;0,208649;0,021983;0;0;0,03701;0,007385;0,003001;0;0,066997;0,019937;0,003846;0;0;0,00581;0,010481;0,003479;0,003272;0,053294;0,088931;0,035452;0,005291;0,0717;0,195642;0,216422;0,132255;0;0,216165;0;0,007479;0,136199;0,002785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00303;0,008172;0;0,014491;0;0,026872;0,032955;0,008797;0,025934;0,012145;0,006789;0;0;0,017197;0;0;0,036869;0,021537;0,004166;0,004092;0;0;0,121721;0;0,019571;0;0,081101;0,00423;0;0;0;0,014957;0;0,478017;0,496168;1;0,439118;0,489212;0,240603;0,192809;0,05486;0,110429;0,085537;0,028598;0,06425;0,036958;0,500601;0,030501;0,02707;0;0;0;0;0,168278;0,010747;0,002767;0,027007;0,122927;0;0,146944;0;0;0;0,0076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
thekinks;0,219396;0,030539;0,025177;0,004091;0,10074;0,027377;0,00897;0,052492;0,006998;0,000645;0;0,139122;0,045807;0,039714;0,074697;0,021403;0,449742;0,118907;0,188627;0,274703;0,013194;0,036541;0,096327;0,075339;0,196052;0,122233;0,013109;0,43614;0,361911;0,157596;0,52539;0,102408;0,004535;0,004069;0,003297;0,00169;0,004109;0,005877;0,003345;0,011339;0,020416;0;0,009182;0;0;0,000375;0;0;0,040132;0,00639;0,072349;0,229989;0,000815;0;0,01042;0,005357;0,001171;0,000949;0,002091;0,014504;0,028705;0,00071;0,049943;0,00873;0,045478;0,039578;0,125112;0,025537;0,076669;0,040212;0,007975;0,10842;0,237099;0,075705;0,188603;0,010967;0,033198;0,005273;0;0,000345;0,113292;0,023743;0,008588;0,007859;0,342759;0,017354;0,486523;0,620431;0,480942;0,495476;0,126218;0,452514;0,129464;0,023559;0,105245;0,179625;0,212668;0,222634;0,22331;0,302579;0,130144;0,166912;0,001536;0,175745;0,351103;0,244824;0,383653;0,187567;0,316235;0,235082;0,100127;0,305651;0,323889;0,201825;0,118896;0,213963;0,086428;0,339347;0,064863;0,048678;0,172723;0,252586;0,121765;0,175322;0,00538;0,054966;0,030108;0,073354;0,021299;0,0029;0,004992;0;0,027153;0,0138;0;0,001554;0,004134;0,008983;0,007707;0,001789;0,004503;0,00435;0,004052;0,006394;0,011074;0,014729;0,006107;0;0,045011;0,051646;0,006646;0,032369;0,013204;0,012261;0,001926;0,054707;0,022898;0,008788;0,001003;0,039929;0,060647;0,004308;0,000232;0,008838;0,014353;0,000057;0,035435;0,043691;0;0,108102;0,013781;0,023038;0;0;0,043008;0,003994;0,917995;0,943354;0,439118;1;0,930377;0,562167;0,441537;0,243706;0,267776;0,302777;0,117173;0,218761;0,332956;0,844717;0,103453;0,110959;0,124399;0,124879;0,095774;0,101537;0,122906;0,154256;0,095272;0,223752;0,202756;0,121252;0,356279;0,12127;0,308862;0,090068;0,15966;0,184264;0,001007;0,001056;0,000377;0;0,000396;0;0;0,000227;0,000343;0,000882;0,000277;0,000223;0,00064;0,001665;0;0,000453;
thewho;0,239751;0,026165;0,011203;0,000705;0,063498;0,005817;0,005195;0,05002;0,005165;0;0;0,100682;0,042755;0,017595;0,049929;0,019404;0,480519;0,120618;0,193415;0,23812;0,005965;0,028967;0,056626;0,059967;0,190879;0,119101;0,006136;0,378198;0,388587;0,17389;0,604237;0,012889;0,005051;0,002254;0,001089;0,00053;0,004224;0,001972;0,001123;0,004659;0,00826;0;0,004425;0;0;0,000126;0;0;0,040149;0,00709;0,074165;0,237464;0;0;0,011887;0,002697;0,000131;0;0,000126;0,014683;0,021974;0,000139;0,055775;0,009553;0,044409;0,031766;0,079405;0,023512;0,04598;0,028844;0,016914;0,087609;0,126088;0,064288;0,10366;0,011509;0,001931;0,004309;0;0,000304;0,147434;0,034469;0,009402;0,0086;0,45665;0,025183;0,679482;0,817684;0,659128;0,695934;0,173169;0,643528;0,181484;0,030721;0,170391;0,330815;0,236859;0,211941;0,267045;0,297472;0,072985;0,219302;0,001805;0,169043;0,365897;0,284515;0,441709;0,208087;0,344332;0,202619;0,095521;0,374634;0,36234;0,217928;0,129944;0,257135;0,101091;0,360723;0,077189;0,059796;0,172493;0,276233;0,136285;0,197189;0,011107;0,066482;0,036954;0,086339;0,013263;0,003174;0,004744;0;0,030969;0,007792;0;0,001825;0,003816;0,006955;0,004229;0,000105;0,001187;0,003899;0,003349;0,006403;0,009156;0,013797;0,007957;0;0,042479;0,0335;0,005367;0,021146;0,011064;0,012031;0,000113;0,045094;0,02192;0,007163;0,000344;0,034746;0,068806;0,00305;0,000749;0,00954;0,00735;0,000068;0,009891;0,014134;0;0,081848;0,010699;0,014384;0;0;0,017608;0,00437;0,970136;0,920905;0,489212;0,930377;1;0,60054;0,47974;0,241452;0,279176;0,306175;0,122833;0,23785;0,236811;0,833043;0,10461;0,105965;0,032074;0,02412;0,005625;0,009724;0,068628;0,06521;0,023065;0,183401;0,088077;0,029919;0,246259;0,028422;0,263507;0,008575;0,063741;0,125574;0,002365;0,002481;0,000886;0;0,00093;0;0;0,000534;0,000806;0,002072;0,000652;0,000524;0,001505;0,003912;0,000756;0,001065;
elvispresley;0,247955;0,088477;0,086766;0,082455;0,133301;0,083073;0,08414;0,162017;0,083763;0,072412;0,052058;0,19753;0,109201;0,144088;0,163609;0,083602;0,344591;0,093897;0,149773;0,15653;0,044232;0,030035;0,066258;0,065314;0,135057;0,052179;0,035936;0,242964;0,281161;0,209752;0,455384;0,245224;0,008319;0,003326;0,042606;0,019444;0,006383;0,050127;0,038547;0,075749;0,113422;0,002144;0,041044;0,002483;0,006036;0,008622;0,001925;0,00493;0,071062;0,047502;0,091198;0,171914;0,037311;0,038873;0,047601;0,049149;0,038818;0,036434;0,039024;0,047807;0,069498;0,041681;0,074681;0,046027;0,066287;0,062103;0,121838;0,058616;0,149176;0,071715;0,049211;0,152507;0,294889;0,514455;0,144467;0,034947;0,034158;0,016684;0,016292;0,012803;0,073813;0,019094;0,008304;0,006063;0,250985;0,0145;0,383954;0,4697;0,354858;0,39868;0,086731;0,362019;0,099731;0,018943;0,106451;0,135529;0,160148;0,144456;0,165062;0,170388;0,047674;0,124379;0,001374;0,109814;0,250684;0,186747;0,288531;0,139838;0,208215;0,107129;0,054598;0,225678;0,247814;0,095335;0,031015;0,166377;0,062494;0,192658;0,046558;0,033052;0,064198;0,189342;0,090384;0,128741;0,002623;0,038537;0,018912;0,052693;0,016881;0,003481;0,004706;0;0,020866;0,011263;0,007458;0,002614;0,00528;0,007629;0,006395;0,002039;0,004066;0,003488;0,003656;0,006215;0,002415;0,009526;0,004588;0;0,017695;0,016541;0;0,007371;0,002961;0,007222;0,001549;0,037148;0,006098;0,004543;0,000635;0,008743;0,04849;0,001741;0,000466;0,006726;0,010382;0,000308;0,02392;0,019579;0,00068;0,043185;0,01007;0,011838;0;0;0,02841;0,003326;0,636043;0,646161;0,240603;0,562167;0,60054;1;0,842017;0,803546;0,800858;0,74451;0,320361;0,694059;0,609619;0,547014;0,561907;0,583989;0,080239;0,08464;0,055653;0,071374;0,103519;0,108144;0,065657;0,17077;0,065563;0,082084;0,174427;0,073902;0,219072;0,055699;0,103128;0,13155;0,0018;0,001888;0,000675;0;0,000708;0;0;0,000407;0,000613;0,001577;0,000496;0,000399;0,004253;0,002977;0,000575;0,00081;
chuckberry;0,171323;0,025459;0,013262;0,022948;0,037938;0,005508;0,006359;0,055339;0,005492;0,004533;0;0,121758;0,024935;0,042257;0,060342;0,019473;0,311798;0,07597;0,17981;0,140565;0,026752;0,025265;0,035499;0,054181;0,116572;0,039306;0,042929;0,186601;0,214872;0,115162;0,347794;0,109372;0,045488;0,019482;0,142652;0,055141;0,03464;0,034082;0,097631;0,12965;0,134695;0,014839;0,121635;0,018734;0,04436;0,041937;0,017936;0,038925;0,344819;0,321367;0,352363;0,391463;0,309539;0,321554;0,322606;0,327892;0,292967;0,291648;0,284072;0,319615;0,223255;0,319461;0,33406;0,333588;0,084908;0,038087;0,146354;0,161667;0,100646;0,114017;0,043743;0,091321;0,174501;0,649614;0,078885;0,023774;0,010873;0,005248;0,008326;0,003203;0,057992;0,014701;0,006446;0,004663;0,199402;0,01117;0,303634;0,376478;0,278981;0,326335;0,069175;0,287513;0,077668;0,014613;0,076873;0,104383;0,121299;0,10705;0,122889;0,124365;0,02553;0,094034;0;0,080175;0,18584;0,141818;0,218131;0,104904;0,156542;0,072943;0,036487;0,169008;0,191099;0,071992;0,019389;0,128415;0,047465;0,150104;0,035546;0,025016;0,047691;0,141478;0,067871;0,096819;0,001177;0,029389;0,013976;0,040223;0,008999;0,002663;0,003275;0;0,015534;0,005692;0,006022;0,000989;0,003436;0,004926;0,003284;0,00083;0,000853;0,002312;0,002476;0,00416;0,001671;0,006251;0,002275;0;0,012462;0,006345;0;0,002189;0,001951;0,005553;0,000447;0,021299;0,00422;0,002651;0,002499;0,006267;0,037875;0,000548;0,00012;0,005172;0,004217;0,000119;0,006339;0,00303;0,000185;0,022685;0,005561;0,007295;0;0;0,007592;0,002482;0,566317;0,540091;0,192809;0,441537;0,47974;0,842017;1;0,868813;0,834073;0,770199;0,626999;0,824926;0,657829;0,532271;0,628043;0,623693;0,020948;0,020893;0,004938;0,011819;0,033937;0,037726;0,016044;0,104625;0,009823;0,023351;0,091732;0,018154;0,141005;0,008513;0,036247;0,072445;0,003114;0,003266;0,001167;0;0,001225;0;0;0,000704;0,001061;0,002728;0,000858;0,00069;0,004481;0,005151;0;0,001402;
littlerichard;0,096537;0,013742;0,012781;0,021359;0,030293;0,00413;0,006232;0,073318;0,006596;0,005801;0;0,106471;0,019309;0,078299;0,08266;0,014844;0,136701;0,039411;0,078151;0,061893;0,008373;0,011765;0,027522;0,055481;0,080709;0,025334;0,009916;0,114374;0,109502;0,065412;0,170422;0,212472;0,005576;0,008943;0,040297;0,023399;0,005305;0,050435;0,040502;0,075652;0,115311;0,009558;0,061449;0,001369;0,003722;0,012394;0,00896;0,003058;0,044712;0,03221;0,061717;0,07101;0,025862;0,026731;0,035834;0,05028;0,027584;0,024685;0,026712;0,042688;0,097843;0,02928;0,037165;0,047862;0,104688;0,111962;0,175022;0,11389;0,208747;0,122014;0,114746;0,175855;0,33595;0,605469;0,168868;0,091818;0,059049;0,060873;0,066357;0,055504;0,035565;0,012214;0,004965;0,004054;0,09226;0,009091;0,149714;0,167062;0,147713;0,174973;0,029353;0,149097;0,054773;0,012264;0,072942;0,070601;0,102634;0,092338;0,110171;0,110944;0,023951;0,080698;0;0,072226;0,161304;0,118674;0,189405;0,090796;0,137367;0,059872;0,031501;0,146694;0,143426;0,047186;0,01616;0,073881;0,041558;0,090719;0,03077;0,01966;0,040011;0,122605;0,060635;0,08568;0,001666;0,025514;0,011891;0,035039;0,00732;0,002009;0,003954;0,002576;0,013806;0,005268;0,006394;0,003343;0,002678;0,00391;0,003227;0,00101;0,00346;0,002026;0,002341;0,004248;0,001577;0,005961;0,002319;0;0,011568;0,006163;0;0,002283;0,001712;0,004345;0,000311;0,019601;0,00435;0,002701;0,001169;0,005567;0,02317;0,004127;0,000811;0,004561;0,006467;0;0,010003;0,005905;0,000914;0,013409;0,004834;0,011904;0;0;0,007806;0,00206;0,287981;0,317756;0,05486;0,243706;0,241452;0,803546;0,868813;1;0,936975;0,902996;0,436726;0,874593;0,743545;0,234636;0,774473;0,808317;0,017905;0,015836;0,005152;0,02171;0,040985;0,048802;0,035163;0,105586;0,009421;0,037262;0,080507;0,018358;0,123811;0,011826;0,029592;0,062103;0,003567;0,002272;0,000696;0;0,001704;0,007919;0;0;0,005656;0;0;0;0,001033;0;0;0;
jerryleelewis;0,16131;0,071374;0,068665;0,080642;0,071377;0,058763;0,067701;0,127334;0,066298;0,070344;0,044666;0,147521;0,07542;0,121244;0,135573;0,068201;0,164542;0,049573;0,073621;0,085255;0,04082;0,02159;0,022594;0,026965;0,065828;0,022593;0,031983;0,1313;0,135771;0,133011;0,222584;0,185664;0,005499;0,021764;0,038392;0,031976;0,004237;0,046023;0,034224;0,067392;0,104576;0,017096;0,031844;0,002098;0,005159;0,020741;0,023008;0,004226;0,050845;0,039102;0,053566;0,094238;0,032081;0,033786;0,037402;0,051758;0,033702;0,031479;0,033203;0,037733;0,050236;0,036204;0,049181;0,035884;0,036616;0,033435;0,084464;0,03186;0,110735;0,044378;0,026255;0,103906;0,241883;0,510842;0,100946;0,016172;0,009486;0,00212;0;0,001095;0,030657;0,007613;0,003707;0,002245;0,110914;0,005964;0,169599;0,209265;0,151769;0,184669;0,03899;0,162852;0,040331;0,007497;0,048314;0,05612;0,059741;0,0553;0,060791;0,060184;0,012032;0,046073;0;0,039113;0,090898;0,069939;0,106085;0,051466;0,075601;0,03619;0,017719;0,082778;0,100814;0,037731;0,009449;0,069672;0,023331;0,083579;0,017676;0,012772;0,023318;0,069159;0,033155;0,046565;0,001182;0,014533;0,006982;0,019726;0,00514;0,001693;0,002262;0;0,008135;0,003269;0,00605;0,000994;0,001797;0,002887;0,001966;0,000649;0,000666;0,00126;0,001598;0,002684;0,000804;0,002962;0,00107;0;0,005952;0,002654;0;0,000851;0,000897;0,0034;0,000349;0,010554;0,002032;0,001246;0,000227;0,00297;0,020188;0,000481;0,000158;0,00249;0,002039;0;0,002716;0,002815;0,000243;0,011663;0,002498;0,008016;0;0;0,006338;0,001141;0,311877;0,348177;0,110429;0,267776;0,279176;0,800858;0,834073;0,936975;1;0,923438;0,33444;0,734865;0,649847;0,273285;0,891236;0,906256;0,008752;0,008223;0;0,006483;0,030592;0,017203;0,006821;0,051208;0,002136;0,009029;0,0447;0,008336;0,066484;0,002796;0,017274;0,034362;0,009768;0,006221;0,001905;0;0,004667;0,021687;0;0;0,015488;0;0;0;0,002322;0;0;0;
buddyholly;0,1512;0,041818;0,041317;0,052836;0,075088;0,030194;0,024554;0,093166;0,017971;0,024382;0,007514;0,161135;0,03962;0,095633;0,113888;0,048994;0,199437;0,07921;0,126807;0,091485;0,045538;0,035409;0,083686;0,075159;0,126777;0,032084;0,034229;0,155676;0,178722;0,116914;0,258505;0,282206;0,003705;0,001414;0,036125;0,020369;0,005687;0,058553;0,036385;0,075796;0,127156;0,001051;0,030726;0,001068;0,001872;0,007954;0,000618;0,001383;0,027666;0,012704;0,047167;0,068988;0,005663;0,00521;0,01071;0,029423;0,009537;0,006462;0,010749;0,014044;0,049047;0,010768;0,022728;0,011836;0,048842;0,049834;0,096248;0,031793;0,149197;0,055513;0,04143;0,135388;0,309072;0,487139;0,131094;0,029475;0,040587;0,012845;0,010581;0,009588;0,045574;0,015348;0,006712;0,004876;0,126219;0,011653;0,200278;0,229729;0,196533;0,219029;0,041086;0,192621;0,068851;0,01526;0,07186;0,087137;0,123179;0,13021;0,128798;0,133618;0,046976;0,096173;0;0,088939;0,198256;0,142492;0,227502;0,108917;0,162988;0,081379;0,041599;0,174576;0,194214;0,059314;0,019198;0,096216;0,049691;0,118417;0,037254;0,024345;0,049261;0,150503;0,071483;0,102536;0,001231;0,030818;0,015436;0,042143;0,015837;0,002732;0,003577;0;0,016222;0,010417;0,006297;0,001035;0,003821;0,006712;0,005806;0,002026;0,003391;0,002972;0,003115;0,003491;0,002006;0,007865;0,003185;0,000132;0,014206;0,016194;0;0,007463;0,002525;0,005807;0,001655;0,032032;0,004495;0,003811;0,00035;0,007167;0,031112;0,000792;0,000681;0,005409;0,009637;0,000048;0,024261;0,022228;0,0003;0,031843;0,008744;0,009813;0;0;0,024521;0,002524;0,341542;0,367453;0,085537;0,302777;0,306175;0,74451;0,770199;0,902996;0,923438;1;0,322549;0,756836;0,597135;0,274312;0,871686;0,919637;0,084512;0,087925;0,06426;0,074026;0,098275;0,102563;0,066658;0,135968;0,073535;0,086192;0,155162;0,088263;0,190761;0,062531;0,102981;0,127109;0,001688;0,001771;0,000633;0;0,000664;0;0;0,000382;0,000575;0,001479;0,000465;0,000374;0,003645;0,002793;0;0,00076;
bodiddley;0,09571;0,021875;0,00777;0,027874;0,023842;0,0033;0,004323;0,020574;0,003829;0,001849;0;0,102554;0,015099;0,019499;0,020691;0,01112;0,178432;0,029076;0,220867;0,069325;0,044848;0,012074;0,021797;0,111851;0,090439;0,016244;0,082512;0,048723;0,053545;0,022847;0,078565;0,04615;0,106569;0,044818;0,323047;0,118027;0,036684;0,029717;0,218967;0,257036;0,218973;0,046907;0,343789;0,044535;0,106945;0,09709;0,043251;0,093971;0,773258;0,765135;0,793335;0,706172;0,745203;0,786948;0,802518;0,778986;0,708825;0,709953;0,683035;0,811588;0,635625;0,75547;0,734751;0,852162;0,331238;0,243553;0,468766;0,594751;0,329496;0,416951;0,311657;0,207896;0,274811;0,842509;0,168898;0,2315;0,145145;0,143259;0,144905;0,133522;0,024933;0,010793;0,004791;0,003396;0,050783;0,008229;0,086987;0,093658;0,092561;0,108712;0,014511;0,086807;0,042534;0,010717;0,048097;0,051116;0,083751;0,079873;0,089963;0,088714;0,017936;0,066125;0;0,058425;0,131615;0,096604;0,156806;0,074388;0,112356;0,045362;0,024518;0,120615;0,113118;0,034162;0,013345;0,049953;0,034649;0,059856;0,026047;0,015907;0,032661;0,101195;0,049463;0,070453;0,001028;0,021513;0,010097;0,029398;0,006346;0,002206;0,002577;0,012085;0,01144;0,00601;0,005263;0,00294;0,003407;0,004225;0,004659;0,002144;0,008928;0,002151;0,002083;0,007744;0,001217;0,00496;0,001878;0;0,009486;0,004552;0;0,001288;0,001357;0,004247;0,000547;0,01506;0,003074;0,001886;0,009383;0,004493;0,016321;0,007596;0,001609;0,004069;0,011403;0;0,01447;0,006576;0,001242;0,007828;0,003856;0,007611;0;0;0,001537;0,001726;0,274964;0,230294;0,028598;0,117173;0,122833;0,320361;0,626999;0,436726;0,33444;0,322549;1;0,392627;0,300563;0,353773;0,262168;0,231152;0,011547;0,010555;0;0,030902;0,015091;0,064027;0,069281;0,142346;0,00349;0,064088;0,059595;0,015947;0,100106;0,02171;0,02092;0,049107;0;0;0;0;0;0;0;0;0;0;0;0;0,00202;0;0;0;
