Header
;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi;
The Kinks;,219396;,030539;,025177;,004091;,10074;,027377;,00897;,052492;,006998;,000645;,0;,139122;,045807;,039714;,074697;,021403;,449742;,118907;,188627;,274703;,013194;,036541;,096327;,075339;,196052;,122233;,013109;,43614;,361911;,157596;,52539;,102408;,004535;,004069;,003297;,00169;,004109;,005877;,003345;,011339;,020416;,0;,009182;,0;,0;,000375;,0;,0;,040132;,00639;,072349;,229989;,000815;,0;,01042;,005357;,001171;,000949;,002091;,014504;,028705;,00071;,049943;,00873;,045478;,039578;,125112;,025537;,076669;,040212;,007975;,10842;,237099;,075705;,188603;,010967;,033198;,005273;,0;,000345;,113292;,023743;,008588;,007859;,342759;,017354;,486523;,620431;,480942;,495476;,126218;,452514;,129464;,023559;,105245;,179625;,212668;,222634;,22331;,302579;,130144;,166912;,001536;,175745;,351103;,244824;,383653;,187567;,316235;,235082;,100127;,305651;,323889;,201825;,118896;,213963;,086428;,339347;,064863;,048678;,172723;,252586;,121765;,175322;,00538;,054966;,030108;,073354;,021299;,0029;,004992;,0;,027153;,0138;,0;,001554;,004134;,008983;,007707;,001789;,004503;,00435;,004052;,006394;,011074;,014729;,006107;,0;,045011;,051646;,006646;,032369;,013204;,012261;,001926;,054707;,022898;,008788;,001003;,039929;,060647;,004308;,000232;,008838;,014353;,000057;,035435;,043691;,0;,108102;,013781;,023038;,0;,0;,043008;,003994;,917995;,943354;,439118;1,0;,930377;,562167;,441537;,243706;,267776;,302777;,117173;,218761;,332956;,844717;,103453;,110959;,124399;,124879;,095774;,101537;,122906;,154256;,095272;,223752;,202756;,121252;,356279;,12127;,308862;,090068;,15966;,184264;,001007;,001056;,000377;,0;,000396;,0;,0;,000227;,000343;,000882;,000277;,000223;,00064;,001665;,0;,000453;
The Who;,239751;,026165;,011203;,000705;,063498;,005817;,005195;,05002;,005165;,0;,0;,100682;,042755;,017595;,049929;,019404;,480519;,120618;,193415;,23812;,005965;,028967;,056626;,059967;,190879;,119101;,006136;,378198;,388587;,17389;,604237;,012889;,005051;,002254;,001089;,00053;,004224;,001972;,001123;,004659;,00826;,0;,004425;,0;,0;,000126;,0;,0;,040149;,00709;,074165;,237464;,0;,0;,011887;,002697;,000131;,0;,000126;,014683;,021974;,000139;,055775;,009553;,044409;,031766;,079405;,023512;,04598;,028844;,016914;,087609;,126088;,064288;,10366;,011509;,001931;,004309;,0;,000304;,147434;,034469;,009402;,0086;,45665;,025183;,679482;,817684;,659128;,695934;,173169;,643528;,181484;,030721;,170391;,330815;,236859;,211941;,267045;,297472;,072985;,219302;,001805;,169043;,365897;,284515;,441709;,208087;,344332;,202619;,095521;,374634;,36234;,217928;,129944;,257135;,101091;,360723;,077189;,059796;,172493;,276233;,136285;,197189;,011107;,066482;,036954;,086339;,013263;,003174;,004744;,0;,030969;,007792;,0;,001825;,003816;,006955;,004229;,000105;,001187;,003899;,003349;,006403;,009156;,013797;,007957;,0;,042479;,0335;,005367;,021146;,011064;,012031;,000113;,045094;,02192;,007163;,000344;,034746;,068806;,00305;,000749;,00954;,00735;,000068;,009891;,014134;,0;,081848;,010699;,014384;,0;,0;,017608;,00437;,970136;,920905;,489212;,930377;1,0;,60054;,47974;,241452;,279176;,306175;,122833;,23785;,236811;,833043;,10461;,105965;,032074;,02412;,005625;,009724;,068628;,06521;,023065;,183401;,088077;,029919;,246259;,028422;,263507;,008575;,063741;,125574;,002365;,002481;,000886;,0;,00093;,0;,0;,000534;,000806;,002072;,000652;,000524;,001505;,003912;,000756;,001065;
Elvis Presley;,247955;,088477;,086766;,082455;,133301;,083073;,08414;,162017;,083763;,072412;,052058;,19753;,109201;,144088;,163609;,083602;,344591;,093897;,149773;,15653;,044232;,030035;,066258;,065314;,135057;,052179;,035936;,242964;,281161;,209752;,455384;,245224;,008319;,003326;,042606;,019444;,006383;,050127;,038547;,075749;,113422;,002144;,041044;,002483;,006036;,008622;,001925;,00493;,071062;,047502;,091198;,171914;,037311;,038873;,047601;,049149;,038818;,036434;,039024;,047807;,069498;,041681;,074681;,046027;,066287;,062103;,121838;,058616;,149176;,071715;,049211;,152507;,294889;,514455;,144467;,034947;,034158;,016684;,016292;,012803;,073813;,019094;,008304;,006063;,250985;,0145;,383954;,4697;,354858;,39868;,086731;,362019;,099731;,018943;,106451;,135529;,160148;,144456;,165062;,170388;,047674;,124379;,001374;,109814;,250684;,186747;,288531;,139838;,208215;,107129;,054598;,225678;,247814;,095335;,031015;,166377;,062494;,192658;,046558;,033052;,064198;,189342;,090384;,128741;,002623;,038537;,018912;,052693;,016881;,003481;,004706;,0;,020866;,011263;,007458;,002614;,00528;,007629;,006395;,002039;,004066;,003488;,003656;,006215;,002415;,009526;,004588;,0;,017695;,016541;,0;,007371;,002961;,007222;,001549;,037148;,006098;,004543;,000635;,008743;,04849;,001741;,000466;,006726;,010382;,000308;,02392;,019579;,00068;,043185;,01007;,011838;,0;,0;,02841;,003326;,636043;,646161;,240603;,562167;,60054;1,0;,842017;,803546;,800858;,74451;,320361;,694059;,609619;,547014;,561907;,583989;,080239;,08464;,055653;,071374;,103519;,108144;,065657;,17077;,065563;,082084;,174427;,073902;,219072;,055699;,103128;,13155;,0018;,001888;,000675;,0;,000708;,0;,0;,000407;,000613;,001577;,000496;,000399;,004253;,002977;,000575;,00081;
Chuck Berry;,171323;,025459;,013262;,022948;,037938;,005508;,006359;,055339;,005492;,004533;,0;,121758;,024935;,042257;,060342;,019473;,311798;,07597;,17981;,140565;,026752;,025265;,035499;,054181;,116572;,039306;,042929;,186601;,214872;,115162;,347794;,109372;,045488;,019482;,142652;,055141;,03464;,034082;,097631;,12965;,134695;,014839;,121635;,018734;,04436;,041937;,017936;,038925;,344819;,321367;,352363;,391463;,309539;,321554;,322606;,327892;,292967;,291648;,284072;,319615;,223255;,319461;,33406;,333588;,084908;,038087;,146354;,161667;,100646;,114017;,043743;,091321;,174501;,649614;,078885;,023774;,010873;,005248;,008326;,003203;,057992;,014701;,006446;,004663;,199402;,01117;,303634;,376478;,278981;,326335;,069175;,287513;,077668;,014613;,076873;,104383;,121299;,10705;,122889;,124365;,02553;,094034;,0;,080175;,18584;,141818;,218131;,104904;,156542;,072943;,036487;,169008;,191099;,071992;,019389;,128415;,047465;,150104;,035546;,025016;,047691;,141478;,067871;,096819;,001177;,029389;,013976;,040223;,008999;,002663;,003275;,0;,015534;,005692;,006022;,000989;,003436;,004926;,003284;,00083;,000853;,002312;,002476;,00416;,001671;,006251;,002275;,0;,012462;,006345;,0;,002189;,001951;,005553;,000447;,021299;,00422;,002651;,002499;,006267;,037875;,000548;,00012;,005172;,004217;,000119;,006339;,00303;,000185;,022685;,005561;,007295;,0;,0;,007592;,002482;,566317;,540091;,192809;,441537;,47974;,842017;1,0;,868813;,834073;,770199;,626999;,824926;,657829;,532271;,628043;,623693;,020948;,020893;,004938;,011819;,033937;,037726;,016044;,104625;,009823;,023351;,091732;,018154;,141005;,008513;,036247;,072445;,003114;,003266;,001167;,0;,001225;,0;,0;,000704;,001061;,002728;,000858;,00069;,004481;,005151;,0;,001402;
Little Richard;,096537;,013742;,012781;,021359;,030293;,00413;,006232;,073318;,006596;,005801;,0;,106471;,019309;,078299;,08266;,014844;,136701;,039411;,078151;,061893;,008373;,011765;,027522;,055481;,080709;,025334;,009916;,114374;,109502;,065412;,170422;,212472;,005576;,008943;,040297;,023399;,005305;,050435;,040502;,075652;,115311;,009558;,061449;,001369;,003722;,012394;,00896;,003058;,044712;,03221;,061717;,07101;,025862;,026731;,035834;,05028;,027584;,024685;,026712;,042688;,097843;,02928;,037165;,047862;,104688;,111962;,175022;,11389;,208747;,122014;,114746;,175855;,33595;,605469;,168868;,091818;,059049;,060873;,066357;,055504;,035565;,012214;,004965;,004054;,09226;,009091;,149714;,167062;,147713;,174973;,029353;,149097;,054773;,012264;,072942;,070601;,102634;,092338;,110171;,110944;,023951;,080698;,0;,072226;,161304;,118674;,189405;,090796;,137367;,059872;,031501;,146694;,143426;,047186;,01616;,073881;,041558;,090719;,03077;,01966;,040011;,122605;,060635;,08568;,001666;,025514;,011891;,035039;,00732;,002009;,003954;,002576;,013806;,005268;,006394;,003343;,002678;,00391;,003227;,00101;,00346;,002026;,002341;,004248;,001577;,005961;,002319;,0;,011568;,006163;,0;,002283;,001712;,004345;,000311;,019601;,00435;,002701;,001169;,005567;,02317;,004127;,000811;,004561;,006467;,0;,010003;,005905;,000914;,013409;,004834;,011904;,0;,0;,007806;,00206;,287981;,317756;,05486;,243706;,241452;,803546;,868813;1,0;,936975;,902996;,436726;,874593;,743545;,234636;,774473;,808317;,017905;,015836;,005152;,02171;,040985;,048802;,035163;,105586;,009421;,037262;,080507;,018358;,123811;,011826;,029592;,062103;,003567;,002272;,000696;,0;,001704;,007919;,0;,0;,005656;,0;,0;,0;,001033;,0;,0;,0;
Jerry Lee Lewis;,16131;,071374;,068665;,080642;,071377;,058763;,067701;,127334;,066298;,070344;,044666;,147521;,07542;,121244;,135573;,068201;,164542;,049573;,073621;,085255;,04082;,02159;,022594;,026965;,065828;,022593;,031983;,1313;,135771;,133011;,222584;,185664;,005499;,021764;,038392;,031976;,004237;,046023;,034224;,067392;,104576;,017096;,031844;,002098;,005159;,020741;,023008;,004226;,050845;,039102;,053566;,094238;,032081;,033786;,037402;,051758;,033702;,031479;,033203;,037733;,050236;,036204;,049181;,035884;,036616;,033435;,084464;,03186;,110735;,044378;,026255;,103906;,241883;,510842;,100946;,016172;,009486;,00212;,0;,001095;,030657;,007613;,003707;,002245;,110914;,005964;,169599;,209265;,151769;,184669;,03899;,162852;,040331;,007497;,048314;,05612;,059741;,0553;,060791;,060184;,012032;,046073;,0;,039113;,090898;,069939;,106085;,051466;,075601;,03619;,017719;,082778;,100814;,037731;,009449;,069672;,023331;,083579;,017676;,012772;,023318;,069159;,033155;,046565;,001182;,014533;,006982;,019726;,00514;,001693;,002262;,0;,008135;,003269;,00605;,000994;,001797;,002887;,001966;,000649;,000666;,00126;,001598;,002684;,000804;,002962;,00107;,0;,005952;,002654;,0;,000851;,000897;,0034;,000349;,010554;,002032;,001246;,000227;,00297;,020188;,000481;,000158;,00249;,002039;,0;,002716;,002815;,000243;,011663;,002498;,008016;,0;,0;,006338;,001141;,311877;,348177;,110429;,267776;,279176;,800858;,834073;,936975;1,0;,923438;,33444;,734865;,649847;,273285;,891236;,906256;,008752;,008223;,0;,006483;,030592;,017203;,006821;,051208;,002136;,009029;,0447;,008336;,066484;,002796;,017274;,034362;,009768;,006221;,001905;,0;,004667;,021687;,0;,0;,015488;,0;,0;,0;,002322;,0;,0;,0;
Buddy Holly;,1512;,041818;,041317;,052836;,075088;,030194;,024554;,093166;,017971;,024382;,007514;,161135;,03962;,095633;,113888;,048994;,199437;,07921;,126807;,091485;,045538;,035409;,083686;,075159;,126777;,032084;,034229;,155676;,178722;,116914;,258505;,282206;,003705;,001414;,036125;,020369;,005687;,058553;,036385;,075796;,127156;,001051;,030726;,001068;,001872;,007954;,000618;,001383;,027666;,012704;,047167;,068988;,005663;,00521;,01071;,029423;,009537;,006462;,010749;,014044;,049047;,010768;,022728;,011836;,048842;,049834;,096248;,031793;,149197;,055513;,04143;,135388;,309072;,487139;,131094;,029475;,040587;,012845;,010581;,009588;,045574;,015348;,006712;,004876;,126219;,011653;,200278;,229729;,196533;,219029;,041086;,192621;,068851;,01526;,07186;,087137;,123179;,13021;,128798;,133618;,046976;,096173;,0;,088939;,198256;,142492;,227502;,108917;,162988;,081379;,041599;,174576;,194214;,059314;,019198;,096216;,049691;,118417;,037254;,024345;,049261;,150503;,071483;,102536;,001231;,030818;,015436;,042143;,015837;,002732;,003577;,0;,016222;,010417;,006297;,001035;,003821;,006712;,005806;,002026;,003391;,002972;,003115;,003491;,002006;,007865;,003185;,000132;,014206;,016194;,0;,007463;,002525;,005807;,001655;,032032;,004495;,003811;,00035;,007167;,031112;,000792;,000681;,005409;,009637;,000048;,024261;,022228;,0003;,031843;,008744;,009813;,0;,0;,024521;,002524;,341542;,367453;,085537;,302777;,306175;,74451;,770199;,902996;,923438;1,0;,322549;,756836;,597135;,274312;,871686;,919637;,084512;,087925;,06426;,074026;,098275;,102563;,066658;,135968;,073535;,086192;,155162;,088263;,190761;,062531;,102981;,127109;,001688;,001771;,000633;,0;,000664;,0;,0;,000382;,000575;,001479;,000465;,000374;,003645;,002793;,0;,00076;
Bo Diddley;,09571;,021875;,00777;,027874;,023842;,0033;,004323;,020574;,003829;,001849;,0;,102554;,015099;,019499;,020691;,01112;,178432;,029076;,220867;,069325;,044848;,012074;,021797;,111851;,090439;,016244;,082512;,048723;,053545;,022847;,078565;,04615;,106569;,044818;,323047;,118027;,036684;,029717;,218967;,257036;,218973;,046907;,343789;,044535;,106945;,09709;,043251;,093971;,773258;,765135;,793335;,706172;,745203;,786948;,802518;,778986;,708825;,709953;,683035;,811588;,635625;,75547;,734751;,852162;,331238;,243553;,468766;,594751;,329496;,416951;,311657;,207896;,274811;,842509;,168898;,2315;,145145;,143259;,144905;,133522;,024933;,010793;,004791;,003396;,050783;,008229;,086987;,093658;,092561;,108712;,014511;,086807;,042534;,010717;,048097;,051116;,083751;,079873;,089963;,088714;,017936;,066125;,0;,058425;,131615;,096604;,156806;,074388;,112356;,045362;,024518;,120615;,113118;,034162;,013345;,049953;,034649;,059856;,026047;,015907;,032661;,101195;,049463;,070453;,001028;,021513;,010097;,029398;,006346;,002206;,002577;,012085;,01144;,00601;,005263;,00294;,003407;,004225;,004659;,002144;,008928;,002151;,002083;,007744;,001217;,00496;,001878;,0;,009486;,004552;,0;,001288;,001357;,004247;,000547;,01506;,003074;,001886;,009383;,004493;,016321;,007596;,001609;,004069;,011403;,0;,01447;,006576;,001242;,007828;,003856;,007611;,0;,0;,001537;,001726;,274964;,230294;,028598;,117173;,122833;,320361;,626999;,436726;,33444;,322549;1,0;,392627;,300563;,353773;,262168;,231152;,011547;,010555;,0;,030902;,015091;,064027;,069281;,142346;,00349;,064088;,059595;,015947;,100106;,02171;,02092;,049107;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,00202;,0;,0;,0;
Bill Haley;,082313;,008072;,005334;,018555;,026449;,002524;,003197;,032833;,003548;,004128;,0;,048195;,017556;,027573;,038558;,008656;,128186;,032444;,064291;,04207;,002876;,006339;,019294;,023642;,063883;,023624;,002689;,076919;,099111;,048189;,157287;,078581;,00225;,000278;,014329;,011165;,005702;,026002;,015529;,029468;,054583;,00026;,007419;,000276;,000466;,007867;,000203;,000271;,013291;,003108;,029448;,04707;,000139;,0;,003882;,025224;,001397;,000333;,001536;,00753;,01951;,001554;,013634;,004568;,020061;,013974;,029815;,01071;,05217;,017173;,009915;,049843;,138547;,523761;,038006;,007447;,000574;,001861;,0;,000206;,035832;,01151;,004602;,003855;,098449;,008529;,157258;,178741;,153137;,183048;,032029;,155875;,053524;,011526;,068852;,069743;,096394;,080834;,100059;,101478;,020226;,075622;,0;,065192;,149846;,111882;,178036;,084476;,128254;,054632;,028588;,136461;,134849;,045929;,013966;,074029;,038665;,088646;,028856;,018525;,037677;,114514;,055541;,079976;,000389;,023935;,010984;,032913;,005944;,001707;,002058;,0;,012099;,003666;,001992;,000327;,001813;,003314;,001983;,000214;,000219;,001713;,001612;,001281;,001382;,005088;,001838;,0;,010223;,004559;,0;,001462;,00154;,003903;,000115;,016165;,003489;,002141;,0001;,0051;,023014;,0;,0;,004277;,003075;,0;,003946;,001191;,000107;,012204;,004291;,003627;,0;,0;,002971;,001959;,281732;,257339;,06425;,218761;,23785;,694059;,824926;,874593;,734865;,756836;,392627;1,0;,654879;,207897;,595939;,61182;,011524;,008947;,0;,003917;,019318;,023803;,007064;,069205;,003668;,011356;,067673;,008805;,113392;,002178;,021782;,054296;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000764;,0;,0;,0;
Chubby Checker;,059112;,019105;,025796;,014434;,03438;,013014;,009403;,088482;,010791;,002403;,0;,166948;,013996;,110085;,120401;,014594;,117201;,033909;,04961;,152619;,005767;,018078;,032462;,028137;,080865;,013661;,008255;,23289;,08426;,059574;,127394;,24538;,012623;,016413;,039224;,027146;,017087;,065095;,041712;,084212;,127541;,011631;,044054;,012185;,012478;,016826;,011298;,011972;,024135;,008326;,025371;,053811;,001356;,002315;,00421;,024408;,004675;,002081;,005497;,007801;,057965;,005844;,011895;,005628;,052379;,065745;,185745;,038885;,178266;,078777;,047527;,162284;,445186;,44342;,263789;,03738;,035343;,021535;,016302;,019616;,016642;,006811;,003974;,001705;,048137;,005655;,079511;,093904;,073581;,094518;,015864;,080206;,026478;,006582;,036462;,034373;,044595;,04302;,049042;,045948;,016359;,034771;,0;,03105;,071621;,051833;,081454;,039905;,057113;,028563;,01627;,063303;,066248;,022049;,007713;,037808;,018649;,042527;,014415;,009526;,017528;,056314;,026629;,036128;,001975;,011714;,006385;,015622;,009923;,002147;,002918;,0;,007409;,007384;,010105;,00166;,002752;,004452;,004515;,002125;,004838;,001797;,002272;,003439;,000611;,003133;,001435;,0;,00532;,008621;,0;,00407;,001042;,003853;,00148;,015842;,001544;,001504;,004905;,002654;,010916;,005114;,00027;,001892;,008421;,0;,017809;,017049;,000875;,016378;,003964;,026496;,0;,0;,019347;,000867;,260224;,393153;,036958;,332956;,236811;,609619;,657829;,743545;,649847;,597135;,300563;,654879;1,0;,312746;,435656;,468914;,050697;,055221;,04016;,062209;,067024;,062176;,049337;,067571;,04505;,057485;,081138;,047978;,078875;,045263;,061697;,055238;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,003879;,0;,0;,0;
The Yardbirds;,218376;,030079;,013333;,008383;,055747;,007971;,004494;,048814;,004209;,0;,0;,140439;,03408;,032204;,066346;,014638;,465357;,105747;,218766;,279537;,018058;,03172;,042574;,05861;,206199;,076596;,033892;,433661;,323031;,148511;,503014;,034417;,036024;,014588;,11146;,037471;,011654;,006422;,0709;,088944;,080922;,007523;,101375;,010647;,03337;,029861;,010426;,028769;,317073;,283289;,402659;,589251;,269372;,285776;,291528;,276094;,25731;,257311;,247779;,28746;,197864;,274492;,364483;,302796;,084666;,041435;,192613;,149103;,088371;,108114;,027446;,103003;,217968;,244599;,169095;,01692;,010816;,003212;,001407;,000271;,094049;,019513;,006963;,006416;,319779;,014231;,466525;,602413;,438906;,481473;,115113;,431538;,113387;,019211;,087116;,160704;,167126;,139971;,167029;,190764;,04252;,132996;,0;,109916;,25499;,196992;,301652;,14344;,23033;,124046;,060423;,23805;,262686;,132955;,056147;,189384;,063797;,25155;,047432;,034005;,096097;,19365;,092034;,133759;,0;,039431;,018093;,054396;,010877;,002368;,002704;,0;,019397;,006796;,0;,0;,002735;,005379;,003522;,000374;,000769;,002861;,002393;,004712;,006092;,008864;,003541;,0;,024576;,019568;,002345;,011054;,005981;,007541;,000403;,02939;,010392;,003813;,0;,019509;,054672;,004011;,000061;,007118;,006584;,0;,01199;,011305;,0;,054112;,008207;,021385;,0;,0;,014343;,00326;,887217;,93355;,500601;,844717;,833043;,547014;,532271;,234636;,273285;,274312;,353773;,207897;,312746;1,0;,113489;,10454;,03901;,035667;,020028;,023404;,04766;,062923;,029995;,152129;,060295;,040722;,174729;,035221;,202962;,020852;,061574;,105466;,001052;,001104;,000394;,0;,000414;,0;,0;,000238;,000358;,000922;,00029;,000233;,00067;,001741;,0;,000474;
Carl Perkins;,240272;,195313;,195051;,221585;,192479;,194569;,218551;,236797;,217061;,220999;,155398;,173379;,222767;,221832;,231725;,185367;,065481;,014705;,03373;,033482;,095678;,011699;,00738;,01064;,027263;,009372;,063647;,045686;,044618;,183713;,075387;,074379;,005989;,002295;,029523;,013616;,002396;,020826;,023567;,038353;,057632;,001565;,022082;,002076;,005807;,00891;,00183;,004897;,049932;,045018;,053835;,059838;,041989;,044586;,045107;,057248;,041409;,040873;,04048;,047186;,042151;,044096;,051842;,04478;,019374;,0132;,041414;,032963;,051087;,025724;,012786;,041646;,128533;,399002;,041305;,007405;,001439;,000878;,0;,00031;,013183;,004279;,002027;,001288;,039522;,003324;,063446;,073204;,058907;,075931;,013218;,063967;,019417;,004225;,029861;,02634;,032974;,028225;,034633;,034058;,006757;,025741;,0;,022329;,051043;,038304;,060184;,028886;,042961;,018818;,009704;,046484;,047546;,016704;,004829;,028427;,013307;,038839;,010056;,006653;,012758;,039074;,018937;,026717;,000585;,00828;,003949;,011263;,002713;,000903;,001194;,0;,004561;,001757;,002994;,000492;,000959;,001563;,001049;,000321;,00033;,000697;,000853;,000924;,000462;,0017;,000614;,0;,003415;,001523;,0;,000488;,000514;,001841;,000173;,005944;,001166;,000715;,0001;,001704;,008467;,000212;,0;,001429;,001125;,0;,001483;,001128;,000107;,004673;,001434;,003418;,0;,0;,002281;,000654;,132776;,140414;,030501;,103453;,10461;,561907;,628043;,774473;,891236;,871686;,262168;,595939;,435656;,113489;1,0;,969354;,004692;,004354;,0;,003105;,012357;,008984;,003141;,025119;,001225;,004979;,023774;,002941;,037881;,001455;,008887;,018139;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001149;,0;,0;,0;
Gene Vincent;,074861;,018718;,020568;,039218;,0259;,01615;,017037;,058913;,017234;,024711;,0107;,07225;,022331;,062741;,070089;,017744;,056714;,015893;,025457;,028814;,007481;,005463;,010415;,010221;,028604;,010397;,00685;,055829;,049437;,04635;,081487;,144156;,000985;,000694;,021108;,012316;,002638;,035782;,021754;,045298;,079686;,000391;,013554;,000415;,0006;,005568;,000203;,000407;,009459;,003534;,011858;,022254;,000209;,0;,00187;,014764;,002397;,000467;,002626;,005282;,02437;,002685;,006086;,002;,020018;,02116;,051555;,010146;,082794;,02532;,017594;,070001;,201638;,415847;,071812;,010887;,002777;,000986;,0;,000309;,013616;,004644;,002163;,001414;,038687;,00359;,062815;,070961;,059289;,07491;,012725;,063486;,020549;,004592;,031829;,027551;,035921;,030719;,037881;,037405;,008433;,028108;,0;,024452;,056074;,041672;,065974;,031608;,047144;,020794;,011027;,050797;,050868;,017377;,005187;,028912;,014564;,039707;,010991;,007149;,013954;,043111;,020798;,02945;,000584;,009057;,004361;,012336;,003474;,000949;,001247;,0;,004942;,002286;,002989;,000491;,001058;,001805;,001323;,000427;,000549;,000804;,000941;,000923;,000507;,00198;,000735;,0;,003864;,002585;,0;,001024;,000616;,001953;,000287;,007389;,00128;,000857;,0001;,001928;,008745;,000282;,0;,001569;,001709;,0;,00327;,003775;,000107;,006174;,001861;,005416;,0;,0;,004745;,000719;,127048;,158799;,02707;,110959;,105965;,583989;,623693;,808317;,906256;,919637;,231152;,61182;,468914;,10454;,969354;1,0;,01105;,011094;,00572;,009009;,024924;,015697;,007957;,030106;,007463;,01089;,031668;,009104;,04567;,006694;,015881;,024233;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001147;,0;,0;,0;
